ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
2D7EC63A7252101F,classic_bike,23:02.8,38:52.7,W 30 St & 10 Ave,6459.07,River Ter & Warren St,5368.03,40.752694,-74.002353,40.71759895,-74.01587963,member
59B14CE13B786ADD,electric_bike,48:58.3,58:40.2,Putnam Ave & Throop Ave,4392.04,Lafayette Ave & Ft Greene Pl,4470.09,40.6851532,-73.94111,40.68700231,-73.97664964,member
271F425FE2B39E85,electric_bike,43:02.0,46:32.2,W 47 St & 10 Ave,6824.07,Broadway & W 53 St,6779.05,40.76269882,-73.99301222,40.76344058,-73.98268129,member
E466EBBADF66EC03,electric_bike,32:41.9,37:28.0,Stanton St & Norfolk St,5445.07,E 3 St & 1 Ave,5553.03,40.720747,-73.986274,40.72467721,-73.98783413,member
F6A4A32151514C43,electric_bike,05:25.8,14:31.8,State St & Smith St,4522.07,,,40.68917,-73.9886,,,casual
A932C05C7895F99F,electric_bike,34:20.0,47:47.7,W 4 St & 7 Ave S,5880.02,E 7 St & Ave A,5626.07,40.73401143,-74.00293877,40.72621788,-73.98379855,casual
15CE2AD195FC4300,electric_bike,22:14.0,08:40.2,E 48 St & 3 Ave,6541.03,1 Ave & E 38 St,6230.02,40.7546011,-73.97187886,40.746202,-73.971822,member
368DFACD41C6197C,electric_bike,39:54.7,44:32.3,6 Ave & W 45 St,6593.15,Broadway & W 58 St,6948.1,40.756951,-73.982631,40.76695317,-73.98169333,member
E1B9A72A96725F65,classic_bike,03:30.1,36:03.5,Nevins St & Schermerhorn St,4437.09,Roebling St & N 4 St,5267.09,40.68737248,-73.98176059,40.71469,-73.95739,member
C57C7CE4240423A3,electric_bike,19:25.2,31:03.6,Washington St & W 10 St,5847.09,Reade St & Broadway,5247.1,40.7333,-74.00858,40.71450451,-74.00562789,member
8B8900C910A98EA8,electric_bike,51:57.8,06:11.4,E 97 St & Madison Ave,7393.09,W 59 St & 10 Ave,7023.04,40.787801,-73.953559,40.770513,-73.988038,member
C8A5FA0B709373AE,electric_bike,47:07.1,52:24.4,8 Ave & W 16 St,6072.11,8 Ave & W 31 St,6450.05,40.740983,-74.001702,40.75058535,-73.99468482,member
28586BB5279492EE,classic_bike,38:44.6,41:47.8,E 63 St & 3 Ave,6830.02,1 Ave & E 68 St,6822.09,40.763954,-73.9646,40.76500525,-73.95818491,member
066ECCE80C06B675,electric_bike,56:45.2,01:09.5,43 St & Broadway,6670.03,31 Ave & 61 St,6654.05,40.7577284,-73.9166368,40.757525,-73.901614,member
CC507D1A5A48C51A,classic_bike,02:41.8,28:04.8,8 Ave & W 31 St,6450.05,South End Ave & Albany St,5114.08,40.75058535,-73.99468482,40.709957,-74.016538,member
7AF3EBA85038C993,classic_bike,43:53.1,59:29.2,W 111 St & 5 Ave,7587.16,East End Ave & E 86 St,7113.08,40.79752078,-73.94893974,40.77518615,-73.94446054,member
4C51279D6375FC66,electric_bike,58:30.3,28:27.5,W 54 St & 9 Ave,6920.05,Riverside Dr & W 82 St,7388.1,40.76604,-73.98737,40.78720869,-73.98128127,casual
758FF7C19543E73C,electric_bike,32:15.0,39:13.1,6 Ave & W 45 St,6593.15,W 54 St & 9 Ave,6920.05,40.756951,-73.982631,40.76604,-73.98737,member
64344C88ECEC5495,electric_bike,31:15.0,57:35.9,Central Park W & W 68 St,7079.06,Central Park W & W 68 St,7079.06,40.7734066,-73.97782542,40.7734066,-73.97782542,member
B1A7B4927213FE97,electric_bike,59:37.2,03:21.7,E 20 St & Park Ave,6055.08,E 26 St & 3 Ave,6089.11,40.73827428,-73.98751968,40.74069318,-73.98160636,member
27C719821B2BBCC9,electric_bike,33:41.2,43:42.3,Bialystoker Pl & Delancey St,5335.03,Mercer St & Bleecker St,5679.05,40.71622644,-73.98261206,40.72706363,-73.99662137,casual
458E2173CB46C9ED,classic_bike,17:38.6,51:15.5,11 Ave & W 59 St,7059.01,Centre St & Chambers St,5207.01,40.77149671,-73.99046034,40.71273266,-74.0046073,member
